temperature,humidity,soil_moisture,light_intensity,co2_concentration,prev_heater,prev_ventilation,prev_irrigation,prev_co2_injector,prev_lights,prev_dehumidifier,prev_light_blinds,heater,ventilation,irrigation,co2_injector,lights,dehumidifier,light_blinds
21.05,72.01,56.79,5923.02,457.06,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.5,71.43,55.7,5776.97,450.47,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.97,72.29,55.87,5702.41,444.61,True,False,False,False,False,False,False,False,False,False,True,False,False,False
21.86,72.85,57.18,5410.28,474.66,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.5,73.29,57.12,5517.04,502.84,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.28,73.31,56.01,5452.14,491.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.09,73.57,56.67,5274.92,480.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.92,72.6,56.28,5232.7,471.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.91,73.14,57.1,5207.58,464.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.68,74.27,56.26,5292.01,449.72,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20.63,73.41,56.31,5151.61,484.52,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.38,74.04,57.05,5116.76,509.22,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.25,74.3,56.22,5206.46,495.81,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.24,74.45,57.41,5073.71,479.81,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.13,73.93,56.85,5157.0,475.98,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.97,73.98,57.05,5053.46,463.13,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20.5,74.22,58.0,5098.19,460.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.11,74.11,57.37,4951.96,448.44,True,False,False,False,False,False,False,True,False,False,True,True,False,False
21.7,74.58,57.59,7284.78,479.76,True,False,False,True,True,False,False,False,False,False,True,True,False,False
21.98,73.45,57.99,10801.75,508.29,False,False,False,True,True,False,False,False,False,False,False,True,False,False
22.18,71.95,57.3,13374.51,498.34,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.39,70.28,57.51,15829.8,478.23,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.76,69.65,57.35,18115.48,476.35,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.86,68.84,56.6,19845.69,460.7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.05,68.22,57.32,21767.35,458.84,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.1,67.33,56.95,22689.08,450.06,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.41,65.73,55.92,23779.42,443.87,False,False,False,False,True,False,False,False,False,False,True,True,False,False
23.46,65.36,56.89,24684.3,477.35,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.67,64.95,57.08,25474.73,498.02,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.77,64.47,56.74,26556.65,522.93,False,False,False,True,True,False,False,False,False,False,False,True,False,False
23.86,64.07,55.81,26706.02,512.42,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.83,63.47,56.85,26797.59,493.54,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.95,62.87,55.65,27572.4,483.73,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.05,62.43,56.63,27892.76,477.69,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.24,62.08,56.66,28399.85,465.89,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.31,62.16,55.79,29014.53,461.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.28,62.46,56.42,29239.95,451.09,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.27,61.94,55.69,29160.32,447.7,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.44,62.18,56.53,29679.91,475.97,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.53,61.7,56.06,28765.16,501.85,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.57,61.03,55.35,29161.39,489.82,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.48,61.75,55.34,29991.24,478.68,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.64,61.12,56.09,29011.35,474.14,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.52,60.51,56.41,29065.01,457.18,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.56,61.35,55.81,29357.82,453.89,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.56,61.39,55.52,29428.12,446.46,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.71,61.32,55.92,30090.88,474.7,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.66,60.78,56.24,29886.51,508.68,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.7,61.15,55.0,29936.62,495.27,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.69,60.79,55.14,30072.76,483.92,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.85,60.58,54.69,29913.95,472.78,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.68,60.63,54.62,29798.01,462.62,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.79,60.24,56.06,29861.39,452.02,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.74,60.39,55.64,30061.86,452.33,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.91,60.28,55.91,30045.38,441.16,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.79,60.82,54.98,29885.53,475.98,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.88,60.47,55.06,29945.97,499.02,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.87,60.06,54.91,29695.81,525.69,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.98,60.28,55.33,29595.58,507.08,False,False,False,False,True,False,False,False,False,False,False,True,False,False
25.29,59.0,55.35,33163.43,496.46,False,False,False,False,True,False,False,False,True,False,False,False,False,False
24.94,55.37,54.32,33530.63,477.11,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.5,53.21,54.59,33434.13,465.77,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.08,51.12,53.94,33418.3,446.46,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.72,48.45,54.16,34296.81,435.13,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.42,46.93,54.26,34749.81,427.55,False,True,False,False,False,False,False,False,False,False,True,False,False,False
23.8,46.37,53.21,33861.58,457.11,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.06,46.61,53.15,35001.22,489.37,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.54,46.07,53.93,34434.55,518.02,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.79,46.25,53.08,34094.09,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.14,46.13,53.53,34463.12,484.27,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24.66,44.13,52.31,34747.58,469.97,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.37,42.75,53.14,34859.01,459.86,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.85,41.79,52.51,34675.06,447.54,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.72,40.44,52.65,34944.05,435.09,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.42,39.3,51.88,35046.22,420.15,False,True,False,False,False,False,False,False,False,False,True,False,False,False
23.61,39.74,51.44,34780.35,457.14,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.98,40.36,52.43,35155.09,485.09,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.4,41.36,52.45,35065.69,512.92,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.75,41.35,51.97,35113.62,501.98,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.99,41.41,51.29,34652.62,488.59,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.18,41.92,51.13,35196.8,477.73,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24.85,40.89,51.62,34356.75,456.49,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.35,39.66,51.16,34380.35,451.57,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.1,38.88,52.17,35657.53,437.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.64,37.59,51.79,34923.85,426.75,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.5,36.91,51.46,35158.88,416.33,False,True,False,False,False,False,False,False,False,False,True,False,False,False
23.67,37.81,51.0,35212.8,453.66,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.07,38.78,50.87,35601.46,483.39,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.43,39.24,50.85,34734.5,511.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.68,39.86,51.83,35205.14,494.35,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.95,40.11,50.81,35345.73,483.87,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.28,40.58,51.05,35587.36,472.15,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24.84,39.44,51.65,35142.87,455.62,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.33,38.81,50.96,34422.54,449.43,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.16,37.86,50.25,35458.04,433.63,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.78,37.11,50.45,35462.7,427.67,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.37,36.43,50.58,35585.57,414.84,False,True,False,False,False,False,False,False,False,False,True,False,False,False
23.89,37.52,50.38,35401.74,448.24,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.24,38.03,51.17,34692.42,477.19,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.82,39.35,51.1,31479.5,503.07,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23.46,40.51,50.23,29110.35,492.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.33,41.06,50.12,26494.67,474.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.92,42.12,50.81,23890.23,468.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.79,43.06,49.55,22616.46,450.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.61,43.49,49.37,20958.41,441.47,False,False,False,False,False,False,False,False,False,False,True,False,False,False
22.4,43.84,49.34,19659.55,477.67,False,False,False,True,False,False,False,False,False,False,True,False,False,False
22.03,45.1,49.43,18356.36,497.02,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.86,45.21,49.95,17349.66,524.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.82,46.18,49.59,16554.52,504.27,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.6,46.41,49.21,15675.54,484.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.62,46.86,49.75,15027.02,472.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.36,46.51,49.12,14517.96,462.57,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.27,47.02,49.18,14467.78,450.91,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.12,47.64,49.07,14111.45,444.94,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21.11,47.53,49.38,13685.34,474.74,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.09,47.97,48.81,13476.45,493.74,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.02,48.67,48.77,13478.25,521.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.84,48.19,49.75,13233.05,499.09,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.76,48.41,48.66,12994.09,483.61,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.79,48.59,48.19,12943.93,477.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.76,49.22,49.23,12812.32,467.59,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.66,48.67,49.27,12406.36,450.98,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.51,49.3,49.17,12555.46,441.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20.43,49.27,48.07,12538.59,468.73,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.45,48.86,49.31,12250.66,497.12,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.37,49.59,49.22,12219.82,519.83,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.35,49.04,49.24,12460.4,507.74,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.33,49.8,49.05,12190.98,484.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.39,49.22,48.83,12260.42,474.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.38,49.6,47.95,12097.92,461.66,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.21,49.46,48.88,12011.42,452.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.29,49.5,48.75,12093.95,445.99,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20.33,49.5,48.63,12163.02,474.42,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.22,49.9,48.66,11892.67,493.43,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.11,50.22,47.87,11938.18,520.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.17,49.63,49.05,12151.01,503.43,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.19,50.01,48.94,12122.48,491.52,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.18,50.24,48.04,12132.29,472.59,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.14,49.56,48.15,12266.06,462.61,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.79,53.73,49.22,10370.23,459.36,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20.14,57.64,51.16,9285.9,445.14,True,False,False,False,False,False,False,True,False,False,True,False,False,False
20.52,60.4,51.56,8183.55,475.37,True,False,False,True,False,False,False,True,False,False,True,False,False,False
20.8,63.27,52.83,7345.13,504.23,True,False,False,True,False,False,False,True,False,False,False,False,False,False
20.93,66.81,53.56,6544.88,489.74,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.16,68.31,54.86,5821.79,477.49,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.36,71.19,55.94,5180.07,469.14,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.57,73.06,57.36,4780.84,463.33,True,False,False,False,False,False,False,False,False,False,False,True,False,False
21.43,74.45,57.52,6575.18,459.98,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.01,76.42,59.69,8145.03,448.83,False,False,False,False,True,False,False,False,False,False,True,True,False,False
20.95,76.71,59.8,9430.08,481.09,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.62,79.3,59.82,10419.54,506.88,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.33,79.43,61.56,11580.01,491.37,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.32,80.86,61.91,12426.19,478.06,False,False,False,False,True,False,False,False,False,False,False,True,True,False
20.21,80.29,62.93,13208.49,474.18,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.05,78.68,62.75,13569.73,463.01,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.05,77.25,63.71,14252.57,454.68,False,False,False,False,True,True,False,False,False,False,False,True,True,False
19.95,77.74,63.58,14778.76,445.47,False,False,False,False,True,True,False,True,False,False,True,True,True,False
20.53,76.75,65.55,14981.13,480.06,True,False,False,True,True,True,False,True,False,False,True,True,True,False
21.18,75.49,64.7,15165.97,507.4,True,False,False,True,True,True,False,True,False,False,False,True,True,False
21.73,75.72,66.36,15807.74,494.03,True,False,False,False,True,True,False,False,False,False,False,True,True,False
21.47,74.77,65.8,15838.14,479.22,False,False,False,False,True,True,False,False,False,False,False,True,False,False
21.14,76.71,66.54,16095.86,472.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.03,78.1,68.17,16294.19,464.46,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.75,78.07,68.48,16439.7,453.67,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.44,80.25,67.59,16237.29,444.66,False,False,False,False,True,False,False,False,False,False,True,True,True,False
20.5,79.04,68.12,16205.18,480.48,False,False,False,True,True,True,False,False,False,False,True,True,True,False
20.26,78.43,68.07,16471.6,504.09,False,False,False,True,True,True,False,False,False,False,False,True,True,False
20.26,77.58,69.55,16640.77,488.93,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.13,75.99,69.52,16772.42,479.66,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.2,75.84,69.44,16556.44,474.44,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.03,75.17,69.38,16871.43,463.27,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.1,74.07,69.87,16855.76,451.29,False,False,False,False,True,True,False,False,False,False,False,True,False,False
19.86,75.83,69.57,16656.21,447.54,False,False,False,False,True,False,False,True,False,False,True,True,False,False
20.28,78.03,69.89,16766.87,481.15,True,False,False,True,True,False,False,True,False,False,True,True,False,False
20.83,79.41,71.44,16581.68,509.35,True,False,False,True,True,False,False,True,False,False,False,True,False,False
21.15,79.22,71.9,17134.53,493.76,True,False,False,False,True,False,False,True,False,False,False,True,False,False
21.64,81.33,71.03,16646.16,477.23,True,False,False,False,True,False,False,False,True,False,False,True,False,False
20.66,80.88,71.65,17145.16,469.94,False,True,False,False,True,False,False,False,True,False,False,True,False,False
19.76,80.41,71.02,16992.57,452.32,False,True,False,False,True,False,False,True,False,False,False,True,True,False
20.85,75.24,69.81,18648.43,439.69,True,False,False,False,True,True,False,True,False,False,True,True,True,False
21.66,70.43,68.64,19944.1,470.43,True,False,False,True,True,True,False,False,False,False,True,True,False,False
21.76,68.54,67.49,20486.48,494.39,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.62,66.05,67.72,21375.29,523.48,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.74,64.81,66.37,22604.57,503.96,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.82,63.55,66.28,23038.92,492.08,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.72,61.96,64.4,23897.48,477.4,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.8,60.65,62.83,24219.55,458.95,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.77,59.49,63.13,25139.2,449.53,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.83,58.64,62.26,25472.5,482.75,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.73,58.37,61.54,24999.56,505.46,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.84,57.63,60.65,25886.0,492.78,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.96,55.93,60.37,25307.48,478.32,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.97,55.78,59.69,25824.0,468.66,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.85,55.48,59.24,25652.85,455.79,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.85,54.48,58.48,26133.35,443.44,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.97,54.7,58.04,25995.89,469.81,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.94,54.23,57.04,26625.08,500.14,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.83,53.62,56.19,26603.48,485.69,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.88,52.66,56.79,27085.68,476.47,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.02,52.32,56.32,26677.37,456.33,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.89,52.95,55.36,27002.52,448.3,False,False,False,False,True,False,False,False,False,False,True,True,False,False
22.05,51.87,54.91,27068.77,478.62,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.95,52.26,54.93,26969.87,506.51,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.97,51.91,53.97,26484.38,489.88,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.98,52.04,54.57,26362.7,473.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.0,51.95,54.08,27146.23,466.26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.9,51.05,54.36,27199.58,457.26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.89,51.37,53.44,26845.68,447.16,False,False,False,False,True,False,False,False,False,False,True,True,False,False
22.03,51.07,52.93,26559.24,470.15,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.99,51.34,52.1,26913.79,496.55,False,False,False,True,True,False,False,False,False,False,True,True,False,False
22.07,51.08,52.59,26539.98,515.37,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.9,50.73,52.36,27309.73,498.82,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.06,51.02,52.72,27424.12,487.35,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.95,50.5,51.74,26514.62,472.58,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.94,50.16,52.05,26793.33,460.49,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.88,50.93,51.49,27332.65,456.07,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.97,50.58,51.98,26459.99,442.34,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.91,50.86,51.36,26899.38,475.7,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.93,49.99,50.63,27134.86,499.14,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.82,53.26,51.53,25435.45,522.33,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.78,54.66,51.6,25161.6,504.87,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.75,57.23,51.38,24750.75,490.33,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.71,58.85,53.09,23697.37,482.2,False,False,False,False,True,False,False,False,False,False,False,True,False,False
