temperature,humidity,soil_moisture,light_intensity,co2_concentration,prev_heater,prev_ventilation,prev_irrigation,prev_co2_injector,prev_lights,prev_dehumidifier,prev_light_blinds,heater,ventilation,irrigation,co2_injector,lights,dehumidifier,light_blinds
22.12,49.9,48.18,16913.64,475.2,False,False,False,True,True,False,True,False,False,False,True,True,False,True
22.23,50.46,47.69,16879.58,496.27,False,False,False,True,True,False,True,False,False,False,True,True,False,True
22.25,49.73,47.81,16918.9,518.91,False,False,False,True,True,False,True,False,False,False,False,True,False,True
22.11,49.73,48.86,16922.1,506.59,False,False,False,False,True,False,True,False,False,False,False,True,False,True
22.16,49.53,48.96,17194.63,492.78,False,False,False,False,True,False,True,False,False,False,False,True,False,True
22.23,50.33,47.74,16961.85,472.5,False,False,False,False,True,False,True,False,False,False,False,True,False,True
22.1,49.54,48.04,17305.4,461.61,False,False,False,False,True,False,True,False,False,False,False,True,False,True
22.31,51.19,48.89,17627.03,457.61,False,False,False,False,True,False,True,False,False,False,False,True,False,True
22.56,51.57,48.46,17500.43,451.52,False,False,False,False,True,False,True,False,False,False,False,True,False,True
22.66,52.5,48.52,18125.95,447.19,False,False,False,False,True,False,True,False,False,False,True,True,False,True
22.95,52.96,49.48,18680.27,470.16,False,False,False,True,True,False,True,False,False,False,True,True,False,True
23.01,54.48,49.6,18987.75,502.04,False,False,False,True,True,False,True,False,False,False,False,True,False,True
23.27,54.17,49.38,18978.16,489.82,False,False,False,False,True,False,True,False,False,False,False,True,False,True
23.35,54.95,50.52,18889.08,476.24,False,False,False,False,True,False,True,False,False,False,False,True,False,True
23.44,55.85,50.43,19505.02,473.15,False,False,False,False,True,False,True,False,False,False,False,True,False,True
23.53,56.26,50.82,18990.75,461.12,False,False,False,False,True,False,True,False,False,False,False,True,False,True
23.75,56.09,50.71,19069.93,451.16,False,False,False,False,True,False,True,False,False,False,False,True,False,True
23.8,56.79,51.21,19339.94,451.39,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.02,57.2,51.59,19612.58,445.23,False,False,False,False,True,False,True,False,False,False,True,True,False,True
23.93,57.89,51.15,19940.43,474.74,False,False,False,True,True,False,True,False,False,False,True,True,False,True
24.02,57.46,51.24,19565.47,501.63,False,False,False,True,True,False,True,False,False,False,False,True,False,True
24.26,57.94,51.47,20058.04,483.4,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.28,58.53,51.3,19643.79,473.73,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.42,57.93,52.07,19972.1,468.55,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.26,59.02,52.6,19559.29,455.55,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.38,58.71,52.33,19498.09,451.42,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.56,59.34,51.84,19769.7,447.95,False,False,False,False,True,False,True,False,False,False,True,True,False,True
24.54,58.73,52.78,20198.64,481.28,False,False,False,True,True,False,True,False,False,False,True,True,False,True
24.6,59.52,52.39,19646.46,506.57,False,False,False,True,True,False,True,False,False,False,False,True,False,True
24.5,59.01,52.4,20266.38,493.9,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.59,59.4,53.39,19737.96,476.92,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.69,59.14,52.38,19924.6,467.74,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.77,59.17,53.72,20252.19,459.54,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.74,59.3,52.95,19618.61,457.13,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.68,59.49,53.67,20242.55,446.58,False,False,False,False,True,False,True,False,False,False,True,True,False,True
24.63,59.98,53.08,20037.24,482.95,False,False,False,True,True,False,True,False,False,False,True,True,False,True
24.65,59.69,53.3,20205.8,504.28,False,False,False,True,True,False,True,False,False,False,False,True,False,True
24.9,59.16,54.26,19732.69,487.84,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.78,59.68,54.18,20132.69,485.49,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.88,59.33,53.64,20344.67,475.47,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.86,59.92,53.21,20307.8,462.99,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.89,59.54,54.19,20033.27,452.56,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.9,59.63,54.33,19730.63,449.35,False,False,False,False,True,False,True,False,False,False,True,True,False,True
24.85,60.2,53.66,19760.83,481.62,False,False,False,True,True,False,True,False,False,False,True,True,False,True
24.91,59.6,53.94,20134.17,505.53,False,False,False,True,True,False,True,False,False,False,False,True,False,True
24.96,60.39,54.46,20121.7,490.63,False,False,False,False,True,False,True,False,False,False,False,True,False,True
24.94,59.99,53.47,20356.97,479.08,False,False,False,False,True,False,True,False,False,False,False,True,False,True
25.24,58.02,53.15,22761.43,471.6,False,False,False,False,True,False,True,False,True,False,False,False,False,True
24.97,55.06,53.59,23417.64,454.42,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.54,52.97,53.13,23699.23,439.96,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.19,50.95,52.73,23698.21,430.22,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.91,48.63,52.48,23713.66,426.01,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.49,47.03,53.3,24581.42,415.09,False,True,False,False,False,False,True,False,False,False,True,False,False,True
23.96,46.94,53.06,24456.89,448.62,False,False,False,True,False,False,True,False,False,False,True,False,False,True
24.27,46.46,53.37,24595.0,478.51,False,False,False,True,False,False,True,False,False,False,True,False,False,True
24.43,46.04,52.82,24713.97,505.52,False,False,False,True,False,False,True,False,False,False,False,False,False,True
24.81,45.94,51.81,24325.58,490.42,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24.99,46.07,51.78,24340.99,483.41,False,False,False,False,False,False,True,False,False,False,False,False,False,True
25.32,45.53,52.09,24706.71,470.97,False,False,False,False,False,False,True,False,True,False,False,False,False,True
24.78,44.27,52.75,24798.09,458.94,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.55,43.13,51.83,24268.41,442.97,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.16,41.91,52.62,24713.75,435.12,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.79,40.54,51.38,24546.34,422.48,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.36,39.28,52.0,24756.1,411.48,False,True,False,False,False,False,True,False,False,False,True,False,False,True
23.83,39.67,51.83,24402.89,447.6,False,False,False,True,False,False,True,False,False,False,True,False,False,True
24.18,40.09,51.78,24529.77,478.35,False,False,False,True,False,False,True,False,False,False,True,False,False,True
24.36,40.82,51.03,24736.1,507.91,False,False,False,True,False,False,True,False,False,False,False,False,False,True
24.73,41.54,51.92,24675.37,488.52,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24.9,41.73,52.11,24784.34,482.97,False,False,False,False,False,False,True,False,False,False,False,False,False,True
25.33,42.16,51.66,25392.49,468.9,False,False,False,False,False,False,True,False,True,False,False,False,False,True
24.72,40.54,50.63,25121.44,457.72,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.38,39.9,51.55,24627.78,445.23,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.15,38.47,51.58,25429.62,429.57,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.65,37.75,51.3,25428.34,422.13,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.51,36.79,51.27,25102.22,410.95,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.25,36.65,51.09,24600.21,410.47,False,True,False,False,False,False,True,False,False,False,True,False,False,True
23.64,37.14,50.78,24852.67,441.81,False,False,False,True,False,False,True,False,False,False,True,False,False,True
23.89,38.29,51.33,24590.49,477.1,False,False,False,True,False,False,True,False,False,False,True,False,False,True
24.28,38.98,51.12,24922.52,502.35,False,False,False,True,False,False,True,False,False,False,False,False,False,True
24.67,39.17,51.23,25027.11,487.85,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24.81,40.1,50.37,25342.19,480.61,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24.98,40.73,50.3,24956.74,469.19,False,False,False,False,False,False,True,False,False,False,False,False,False,True
25.28,40.5,51.18,24675.14,457.33,False,False,False,False,False,False,True,False,True,False,False,False,False,True
24.96,39.67,51.2,25195.37,444.78,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.38,39.16,49.96,25215.13,435.07,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24.2,38.08,50.78,24986.66,427.44,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.71,36.93,50.82,24802.69,416.63,False,True,False,False,False,False,True,False,True,False,False,False,False,True
23.12,37.81,51.51,22041.33,406.83,False,True,False,False,False,False,True,False,False,False,True,False,False,True
23.08,39.98,50.55,19619.58,441.44,False,False,False,True,False,False,True,False,False,False,True,False,False,True
23.14,42.5,51.46,17067.11,476.17,False,False,False,True,False,False,True,False,False,False,True,False,False,True
23.03,43.99,51.76,15498.05,505.85,False,False,False,True,False,False,True,False,False,False,False,False,False,True
23.15,45.33,51.33,13762.81,490.95,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.98,46.54,51.02,12437.38,482.49,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.09,48.51,51.26,11187.8,466.83,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.05,49.28,52.76,10345.39,463.92,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.96,50.06,52.17,9661.19,455.01,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.97,51.77,53.03,8788.5,444.67,False,False,False,False,False,False,True,False,False,False,True,False,False,True
23.06,52.22,52.61,8385.81,479.92,False,False,False,True,False,False,True,False,False,False,True,False,False,True
23.01,53.51,52.27,7872.11,503.3,False,False,False,True,False,False,True,False,False,False,False,False,False,True
23.05,53.29,53.43,7298.77,494.12,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.06,54.13,52.16,6981.62,481.05,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.95,54.85,53.23,6738.66,466.48,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.98,55.21,53.6,6373.53,459.91,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.97,56.24,53.27,6338.17,452.14,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.94,56.01,52.66,6015.81,445.1,False,False,False,False,False,False,True,False,False,False,True,False,False,True
22.92,57.02,53.47,5988.5,482.54,False,False,False,True,False,False,True,False,False,False,True,False,False,True
23.01,56.98,53.08,5752.53,502.79,False,False,False,True,False,False,True,False,False,False,False,False,False,True
23.03,57.24,53.64,5746.94,494.79,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.04,57.04,53.12,5598.74,484.85,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.04,57.27,54.05,5546.38,472.33,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.08,57.67,53.73,5392.09,460.97,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.13,58.16,54.27,5444.16,455.19,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.99,58.21,53.18,5220.51,448.01,False,False,False,False,False,False,True,False,False,False,True,False,False,True
23.01,58.76,53.72,5303.15,474.51,False,False,False,True,False,False,True,False,False,False,True,False,False,True
22.92,58.43,53.32,5268.01,509.16,False,False,False,True,False,False,True,False,False,False,False,False,False,True
23.08,58.26,54.59,5171.64,488.42,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.01,59.1,54.04,5140.64,477.36,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.95,58.63,53.74,5207.85,471.73,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.9,59.31,54.62,5153.13,461.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.9,59.13,53.73,5163.27,452.14,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.11,59.49,53.66,5167.56,447.11,False,False,False,False,False,False,True,False,False,False,True,False,False,True
23.05,59.29,54.23,5062.07,478.69,False,False,False,True,False,False,True,False,False,False,True,False,False,True
22.92,59.08,54.46,5107.37,501.94,False,False,False,True,False,False,True,False,False,False,False,False,False,True
22.91,59.83,54.91,5016.58,495.77,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.95,58.96,54.73,5109.64,482.56,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.04,60.03,54.31,5032.19,470.39,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23.06,59.49,55.13,5104.41,467.79,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.7,60.85,55.06,3461.18,457.97,False,False,False,False,False,False,True,False,False,False,False,True,False,False
22.6,62.95,54.59,6035.97,451.93,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.53,63.79,54.17,8097.94,443.96,False,False,False,False,True,False,False,False,False,False,True,True,False,False
22.39,65.41,54.99,9892.88,473.57,False,False,False,True,True,False,False,False,False,False,True,True,False,False
22.26,65.81,55.49,11242.61,500.8,False,False,False,True,True,False,False,False,False,False,False,True,False,False
22.21,66.62,55.69,12766.25,492.41,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.1,68.14,55.3,13685.56,480.39,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.0,68.9,54.85,14464.57,470.13,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.96,69.74,56.16,15469.9,456.93,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.82,70.16,55.77,16309.83,457.01,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.63,70.59,55.62,16672.71,443.78,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.68,70.75,56.56,17015.49,473.3,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.7,71.27,55.73,17948.21,500.44,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.56,71.13,55.84,17654.75,494.55,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.61,72.09,55.77,18264.25,479.08,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.5,72.35,56.3,18375.35,474.15,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.38,72.27,56.48,18579.38,463.06,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.42,73.41,56.23,19322.72,456.35,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.33,73.02,56.97,19303.29,444.27,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.37,73.13,57.41,19084.15,481.38,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.34,73.1,57.02,19455.08,506.89,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.34,73.72,57.42,19557.05,496.46,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.3,73.36,56.8,19600.84,483.62,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.16,73.47,57.38,19353.45,468.15,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.24,74.59,57.06,19991.95,466.09,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.16,74.49,57.03,19958.39,457.71,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.16,73.54,57.9,19475.24,452.99,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.25,74.53,57.97,20165.29,445.65,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.13,74.71,56.36,19855.01,473.37,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.19,74.61,57.38,20108.13,505.35,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.06,74.02,56.46,20179.74,489.43,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.21,74.06,56.56,20150.84,482.08,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.08,74.39,56.72,20264.56,466.95,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.11,73.97,58.04,19632.45,460.11,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.13,74.98,58.17,19869.89,455.47,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.02,74.53,56.75,19935.72,446.06,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.18,73.99,57.24,19907.4,481.55,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.15,74.12,57.81,19995.2,508.8,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.04,74.6,56.98,19663.99,494.93,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.06,75.02,57.79,20048.49,475.92,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.77,75.72,58.53,19188.33,473.36,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.53,77.22,59.9,19015.16,459.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.47,78.11,60.68,18556.95,451.51,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.15,79.49,61.07,18198.93,443.94,False,False,False,False,True,False,False,False,False,False,True,True,False,False
20.08,80.58,61.17,18079.51,474.21,False,False,False,True,True,False,False,False,False,False,True,True,True,False
20.03,79.95,62.62,18103.25,507.88,False,False,False,True,True,True,False,False,False,False,False,True,True,False
19.94,78.3,62.81,18272.25,487.97,False,False,False,False,True,True,False,True,False,False,False,True,True,False
20.6,78.6,63.46,17779.65,485.84,True,False,False,False,True,True,False,True,False,False,False,True,True,False
21.01,77.19,63.81,17819.78,471.51,True,False,False,False,True,True,False,True,False,False,False,True,True,False
21.7,75.85,63.73,17661.07,458.99,True,False,False,False,True,True,False,False,False,False,False,True,True,False
21.4,76.05,65.16,17374.81,459.96,False,False,False,False,True,True,False,False,False,False,False,True,True,False
21.3,75.2,65.77,17143.25,450.61,False,False,False,False,True,True,False,False,False,False,False,True,True,False
21.22,74.96,66.57,17512.54,440.42,False,False,False,False,True,True,False,False,False,False,True,True,False,False
20.88,75.85,66.16,17273.13,472.99,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.58,77.52,67.24,17172.74,497.45,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.54,78.19,67.99,16940.4,520.59,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.3,80.49,67.81,17246.95,510.47,False,False,False,False,True,False,False,False,False,False,False,True,True,False
20.16,78.39,67.77,17272.86,499.15,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.21,78.43,69.37,17204.29,483.62,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.1,76.84,69.06,16926.37,471.13,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.11,76.35,69.6,17148.56,468.74,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.07,76.62,70.01,17160.8,459.27,False,False,False,False,True,True,False,False,False,False,False,True,True,False
19.86,75.95,70.32,16911.92,448.13,False,False,False,False,True,True,False,True,False,False,True,True,True,False
20.6,74.49,69.57,16723.07,484.45,True,False,False,True,True,True,False,True,False,False,True,True,False,False
21.01,76.15,69.4,17141.92,502.42,True,False,False,True,True,False,False,True,False,False,False,True,False,False
21.45,77.23,70.23,16934.96,493.04,True,False,False,False,True,False,False,True,False,False,False,True,False,False
21.81,79.34,70.77,16754.07,478.68,True,False,False,False,True,False,False,False,False,False,False,True,False,False
21.39,80.2,71.22,16876.12,474.57,False,False,False,False,True,False,False,False,True,False,False,True,False,False
20.54,79.42,70.57,17200.3,454.74,False,True,False,False,True,False,False,False,False,False,False,True,False,False
20.33,80.21,71.63,17013.57,452.79,False,False,False,False,True,False,False,False,False,False,False,True,True,False
20.18,79.34,71.65,16684.12,443.36,False,False,False,False,True,True,False,False,False,False,True,True,True,False
20.15,77.98,71.09,16899.39,471.03,False,False,False,True,True,True,False,False,False,False,True,True,True,False
20.21,77.19,71.53,17152.53,502.63,False,False,False,True,True,True,False,False,False,False,False,True,True,False
20.17,77.4,71.02,17258.0,485.82,False,False,False,False,True,True,False,False,False,False,False,True,True,False
19.96,76.88,72.88,17061.61,480.18,False,False,False,False,True,True,False,True,False,False,False,True,True,False
20.69,75.49,71.41,16682.57,468.29,True,False,False,False,True,True,False,True,False,False,False,True,True,False
21.26,75.23,73.1,17292.83,457.74,True,False,False,False,True,True,False,True,False,False,False,True,True,False
21.78,74.16,72.71,17022.48,453.21,True,False,False,False,True,True,False,False,False,False,False,True,False,False
21.37,75.85,72.27,16779.51,447.76,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.05,77.5,73.64,16902.01,480.12,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.07,76.69,71.36,17525.28,507.21,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.15,76.51,71.9,17831.53,494.54,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.16,76.73,71.55,18207.21,482.3,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.12,77.19,70.29,18178.91,467.21,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.08,76.16,68.95,18339.4,462.79,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.04,76.25,67.93,19120.6,451.34,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.15,76.73,68.54,19045.08,448.24,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.08,76.51,68.59,19145.17,481.71,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.1,75.69,67.25,19036.56,500.87,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.97,76.47,66.52,19576.65,492.7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.98,75.4,66.27,19451.47,481.76,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.98,75.51,65.54,19502.48,470.23,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.07,76.07,65.86,19296.84,459.39,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.08,75.24,65.63,19815.47,459.27,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.12,75.26,65.0,19455.22,447.55,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.13,75.76,64.29,19852.77,483.23,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.99,75.23,64.73,20059.12,507.27,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.1,75.73,64.22,19860.25,494.32,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.01,75.13,63.31,19609.36,478.98,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.12,75.28,62.77,19595.63,467.94,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.1,74.67,63.54,20168.08,466.85,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.92,75.0,63.28,19622.19,454.58,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.95,75.72,63.04,20175.05,446.01,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.01,75.06,62.64,19730.05,478.6,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.97,75.55,62.0,19975.62,503.71,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.08,75.11,62.51,19850.72,497.37,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.12,75.09,61.29,19868.45,482.07,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.11,75.61,62.07,19679.54,469.63,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.04,75.68,61.43,19655.61,466.56,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.08,74.78,61.65,19795.58,459.44,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.94,75.0,61.83,19758.42,448.62,False,False,False,False,True,False,False,False,False,False,True,True,False,False
20.98,74.37,60.04,19985.09,476.64,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.11,74.89,59.86,20330.38,509.1,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.04,75.51,59.92,19817.67,496.24,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.05,74.52,60.82,19948.76,477.06,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.92,74.69,60.93,20030.41,474.16,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.01,74.47,59.83,19833.65,459.18,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.99,75.49,60.02,19682.55,459.46,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.03,74.32,60.02,19788.31,445.87,False,False,False,False,True,False,False,False,False,False,True,True,False,False
20.99,75.21,59.43,19928.77,480.76,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.73,71.83,60.21,24539.37,508.58,False,False,False,True,True,False,False,False,False,False,False,True,False,False
22.39,68.66,59.59,27804.63,491.89,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.97,67.23,58.23,31027.34,479.35,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.59,64.19,58.2,34690.01,468.56,False,False,False,False,True,False,False,False,False,False,False,True,False,False
