temperature,humidity,soil_moisture,light_intensity,co2_concentration,prev_heater,prev_ventilation,prev_irrigation,prev_co2_injector,prev_lights,prev_dehumidifier,prev_light_blinds,heater,ventilation,irrigation,co2_injector,lights,dehumidifier,light_blinds
22.79,60.17,53.71,15053.53,466.59,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.64,72.64,57.28,4735.9,489.58,True,False,False,False,False,False,False,False,False,False,False,True,False,False
23.77,38.08,51.96,34886.29,421.52,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.97,50.82,49.71,27104.54,516.44,False,False,False,True,True,False,False,False,False,False,False,True,False,False
23.7,40.34,52.15,34876.17,456.63,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.68,39.88,51.25,34444.6,493.71,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.72,74.05,67.67,17043.5,461.37,True,False,False,False,True,True,False,False,False,False,False,True,False,False
20.06,73.76,55.83,5172.37,464.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.05,42.09,52.34,35155.73,475.98,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20.37,64.86,54.96,8486.9,488.46,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.49,69.9,68.73,19636.1,456.31,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.07,74.71,61.36,19764.73,494.43,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.85,50.99,51.15,27262.47,492.86,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.88,75.08,60.66,19966.99,508.73,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.9,50.75,52.55,26838.92,452.82,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.95,74.99,61.29,20161.19,444.19,False,False,False,False,True,False,False,False,False,False,True,True,False,False
23.61,63.85,55.68,26514.25,498.48,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.38,74.68,54.22,19217.69,446.64,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.25,58.57,62.38,24827.98,443.46,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.84,50.17,50.0,26637.39,498.93,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.39,54.12,52.45,12861.37,464.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.69,55.78,53.08,24449.07,492.59,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.41,52.95,55.1,33057.0,433.89,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.84,59.69,53.62,29484.3,440.18,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.15,72.54,55.42,19996.95,470.88,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.52,78.22,72.11,17631.87,465.23,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.71,78.41,70.86,18596.95,446.18,False,False,False,False,True,False,False,False,False,False,True,True,False,False
23.74,40.2,52.36,35201.0,447.77,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.77,62.43,66.16,23619.43,485.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.98,45.95,52.94,34806.38,476.07,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.02,42.01,51.41,35499.39,482.63,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20.04,49.38,48.39,12142.21,452.11,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.04,73.81,55.88,19678.72,458.23,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.98,77.57,70.26,16877.82,446.38,True,False,False,False,True,False,False,True,False,False,True,True,False,False
21.02,75.8,59.55,19604.05,473.88,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.18,49.9,48.87,12115.23,463.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.8,42.0,50.54,21014.64,492.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.87,50.32,49.9,27227.99,509.53,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.04,49.73,47.99,12256.61,476.19,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.54,70.78,55.46,6003.32,481.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21.31,75.09,55.04,19639.39,495.96,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.98,74.99,62.51,19571.3,501.42,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.07,73.05,55.0,20149.59,484.06,False,False,False,True,True,False,False,False,False,False,True,True,False,False
22.42,68.69,55.59,28850.12,445.48,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.04,74.08,56.34,20120.75,496.62,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.17,80.83,62.24,12319.84,443.11,False,False,False,False,True,False,False,False,False,False,True,True,True,False
21.15,61.32,54.11,10719.09,465.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.51,48.37,48.32,12775.66,520.92,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.67,39.36,51.41,35439.63,462.98,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.66,56.67,53.81,26323.72,450.4,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.86,64.25,55.72,27497.83,519.86,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.59,58.36,55.5,25472.48,474.45,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.17,60.06,53.33,11915.42,472.77,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.59,80.51,67.47,17385.01,474.48,False,False,False,True,True,False,False,False,True,False,False,True,False,False
21.84,57.23,51.14,14250.43,475.47,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.57,41.78,51.89,30820.12,458.9,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.33,69.31,55.58,20634.42,484.79,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.41,64.82,57.47,24164.71,466.6,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.2,76.32,64.65,15264.84,476.03,True,False,False,False,True,True,False,True,False,False,False,True,True,False
20.03,76.45,72.17,17061.39,484.96,False,False,False,False,True,True,False,False,False,False,False,True,True,False
24.72,60.97,55.75,29430.66,478.88,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.56,60.83,51.85,22696.81,511.1,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.55,55.21,58.25,26538.37,486.17,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.53,37.59,51.84,34376.32,432.27,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20.17,50.76,49.48,12062.95,492.95,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.25,69.68,53.13,20572.38,476.22,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.21,49.6,47.98,11879.86,452.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.73,78.79,69.71,17409.19,492.02,False,True,False,False,True,False,False,True,False,False,False,True,False,False
24.47,40.56,52.25,35020.31,465.68,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20.55,72.81,69.66,20158.66,450.39,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.71,79.72,70.48,16940.57,503.43,True,False,False,True,True,False,False,False,False,False,False,True,False,False
24.17,42.77,53.05,36252.51,457.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22.19,57.47,52.73,13721.51,452.46,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.56,59.01,53.45,24959.87,444.97,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.9,60.31,53.65,29652.59,457.41,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.2,74.37,55.51,19974.07,492.99,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.96,41.06,50.84,34721.09,486.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.37,57.43,60.31,26011.64,516.92,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.18,58.03,51.03,9246.13,487.85,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.2,73.7,56.14,19764.72,466.88,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.95,75.11,56.71,19867.23,508.1,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.71,64.17,67.21,22148.07,502.18,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.13,73.2,56.12,5409.18,453.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.9,55.97,54.12,36283.37,483.77,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20.19,50.01,48.7,12075.37,507.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.23,39.41,52.73,35644.44,423.28,False,True,False,False,False,False,False,False,False,False,True,False,False,False
20.41,79.39,70.62,17001.54,475.6,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.8,38.35,50.84,34894.01,461.13,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.86,59.1,54.16,29826.0,452.98,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.11,46.3,54.14,34079.14,477.27,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.85,50.59,52.87,27045.33,503.15,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.7,39.75,51.17,35367.06,420.34,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.67,52.72,57.51,26023.15,476.27,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.66,52.83,55.08,26701.35,522.89,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.89,78.13,67.96,16810.61,445.97,True,False,False,False,True,True,False,True,False,False,True,True,True,False
21.08,72.08,55.42,5818.14,470.98,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.17,58.51,55.24,32814.27,458.96,False,False,False,False,True,False,False,False,True,False,False,False,False,False
20.9,78.91,69.82,17195.18,466.77,True,False,False,False,True,True,False,True,False,False,False,True,True,False
21.52,75.69,52.52,18167.78,502.61,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.28,38.75,50.73,35560.21,491.47,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.48,48.54,49.11,12529.03,460.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.02,76.43,70.92,16639.06,493.27,False,False,False,False,True,True,False,False,False,False,False,True,True,False
24.52,61.51,57.5,39337.88,453.46,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.6,61.17,55.95,30286.48,487.41,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.65,55.97,50.99,14472.99,450.07,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.95,50.74,53.19,26899.72,464.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.93,63.54,55.26,27244.12,508.02,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.11,74.11,56.44,20392.94,486.85,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.76,77.75,67.44,18873.85,519.6,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.02,76.66,72.62,16981.03,492.06,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.85,53.46,49.35,13664.33,497.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.45,40.43,51.35,35016.27,505.47,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.72,72.37,57.42,24709.41,479.53,False,False,False,False,True,False,False,False,False,False,False,True,False,False
25.12,44.47,51.63,36520.75,469.97,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21.11,72.98,55.42,19994.71,448.18,False,False,False,False,True,False,False,False,False,False,True,True,False,False
20.23,80.98,69.79,17067.83,472.92,True,False,False,False,True,False,False,True,False,False,False,True,True,False
24.42,58.34,53.68,30031.77,489.31,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.04,72.64,56.78,21123.14,465.05,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.54,66.0,54.38,7975.93,510.58,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.91,50.65,51.36,27001.34,461.24,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.04,50.77,48.9,27273.95,444.13,False,False,False,False,True,False,False,False,False,False,True,True,False,False
25.29,41.79,51.77,35596.25,471.86,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24.72,41.35,51.26,35301.61,492.61,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.76,54.81,52.4,25192.14,467.22,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.34,75.24,53.83,18921.62,467.55,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.96,73.7,56.71,20206.36,456.88,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.23,49.84,49.17,12266.03,473.38,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.62,58.87,54.15,29547.02,460.31,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.06,74.72,60.9,19900.18,489.37,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.31,49.21,48.64,11929.97,464.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.74,55.43,49.96,25199.78,448.59,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.04,74.4,55.94,19874.73,502.12,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.73,60.3,54.96,30322.7,500.26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.53,49.04,48.92,12620.18,499.69,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.54,39.98,50.25,28455.47,484.82,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.22,50.22,48.49,12123.54,494.07,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.43,39.23,50.87,35649.7,513.28,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.79,41.58,52.51,34825.63,490.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.65,41.08,51.36,34859.91,487.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.08,45.08,52.86,35899.13,479.32,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20.84,77.16,60.41,9444.26,486.09,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.4,43.18,52.99,35098.64,441.44,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.2,72.99,55.75,20029.37,477.07,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.48,36.49,50.74,35475.95,414.7,False,True,False,False,False,False,False,False,False,False,True,False,False,False
21.79,52.18,52.27,18254.27,486.47,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.77,51.67,54.79,26777.24,488.29,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.53,51.55,50.37,12012.03,476.41,False,False,False,True,False,False,False,False,False,False,True,False,False,False
22.68,58.68,52.93,15028.93,479.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.73,52.15,49.84,13384.61,500.71,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.73,40.04,50.66,35546.05,497.35,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.59,41.33,52.22,34788.33,494.39,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.05,50.98,49.14,27041.77,528.83,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.97,76.77,59.51,18993.36,485.3,True,False,False,False,True,False,False,True,False,False,False,True,False,False
20.42,60.74,51.94,8194.66,459.24,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20.73,71.57,56.78,5415.13,451.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.77,59.63,54.01,30295.97,465.95,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.73,50.96,53.74,26776.44,502.43,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.31,38.72,50.98,35481.02,447.54,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.27,68.92,54.3,20484.98,497.33,False,False,False,False,True,False,False,False,False,False,False,True,False,False
25.26,58.26,56.36,41544.1,474.76,False,False,False,True,True,False,False,False,True,False,False,False,False,False
21.4,75.8,53.13,18493.2,477.08,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.36,76.92,67.19,15749.11,445.82,True,False,False,False,True,False,False,True,False,False,True,True,False,False
21.08,74.89,56.94,19968.27,474.27,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.25,70.57,57.13,16336.78,509.87,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.72,54.85,52.47,26070.43,459.72,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.47,81.4,71.38,16992.64,495.81,False,False,False,False,True,False,False,False,True,False,False,True,False,False
21.59,64.49,52.18,22028.46,466.38,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.53,49.28,48.37,12492.41,471.49,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.61,64.18,55.11,34198.16,455.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.1,75.71,70.11,16848.04,527.41,False,False,False,True,True,True,False,False,False,False,False,True,True,False
21.99,50.49,52.43,26778.5,471.3,False,False,False,True,True,False,False,False,False,False,True,True,False,False
22.0,51.07,52.55,26733.16,471.55,False,False,False,False,True,False,False,False,False,False,False,True,False,False
19.98,75.89,65.34,17524.91,489.55,False,False,False,False,True,True,False,True,False,False,False,True,True,False
21.66,54.5,51.01,25417.5,500.17,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.55,54.03,57.09,26743.57,460.38,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.65,59.16,54.39,14421.66,479.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.13,73.71,57.48,19791.74,478.01,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.98,50.45,49.74,27357.24,519.07,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.06,75.32,61.74,20246.92,455.9,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.11,66.81,55.38,32132.86,482.6,False,False,False,True,True,False,False,False,False,False,True,True,False,False
22.32,68.92,58.08,27859.47,496.86,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.51,39.18,51.59,35470.19,507.46,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.85,51.35,49.73,27280.2,456.48,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.11,73.38,54.72,20427.78,458.73,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.75,59.64,53.22,29793.32,495.16,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.84,76.77,60.24,9426.4,464.06,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.71,54.68,51.42,26725.29,472.43,False,False,False,False,True,False,False,False,False,False,False,True,False,False
25.54,59.31,55.26,36411.13,502.86,False,False,False,True,True,False,False,False,True,False,False,False,False,False
20.39,51.01,49.51,11852.98,450.74,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.22,50.54,48.56,12222.26,482.86,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.95,52.12,50.19,26730.42,450.12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.35,79.32,72.12,17092.22,481.17,True,False,False,True,True,False,False,True,False,False,True,True,False,False
20.04,76.48,66.23,17701.18,503.14,False,False,False,False,True,True,False,False,False,False,False,True,True,False
24.38,61.23,55.84,28609.5,451.51,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.79,51.12,49.91,26950.29,466.99,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.96,62.97,56.61,28244.75,494.92,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.19,50.3,49.51,11990.65,512.77,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.0,74.97,62.52,20001.72,475.2,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.9,48.73,53.99,35744.85,438.86,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.01,73.02,55.72,5244.99,446.93,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20.85,75.85,65.78,19601.35,448.42,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.12,74.54,56.7,5061.3,480.11,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.3,42.42,52.54,36215.58,443.5,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22.01,74.47,49.84,14697.81,487.6,True,False,False,False,True,False,False,False,False,False,False,True,False,False
21.96,51.09,50.4,26871.3,475.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.96,57.93,52.18,14652.65,490.83,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.99,76.53,64.35,19491.1,459.7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.44,60.35,53.74,24726.21,450.02,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.95,75.6,60.95,20011.17,521.87,False,False,False,True,True,False,False,False,False,False,False,True,False,False
22.0,50.69,50.69,26624.59,495.73,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.22,75.87,70.62,16819.23,497.09,False,False,False,False,True,True,False,False,False,False,False,True,True,False
24.51,61.53,55.97,29417.67,529.52,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.95,41.3,51.61,34593.9,477.14,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.15,71.98,55.3,19968.45,501.54,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.14,73.7,57.14,20139.26,471.58,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.73,48.66,53.39,33872.68,414.14,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20.14,50.22,49.53,11912.43,527.71,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.86,52.89,51.32,26303.46,488.36,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.2,53.3,53.73,38797.68,443.33,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.26,66.17,55.84,23444.16,452.7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.06,69.79,54.7,6494.87,458.91,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.99,57.24,53.36,29970.21,476.5,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.79,59.34,51.47,23386.11,509.26,False,False,False,True,True,False,False,False,False,False,False,True,False,False
23.73,46.35,54.17,34354.7,444.02,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.83,50.44,51.25,26566.14,517.26,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.74,43.71,52.32,35319.84,448.89,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.87,51.96,51.12,26277.12,464.03,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.03,45.56,49.22,15463.55,501.21,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.92,78.04,66.65,16162.1,477.17,True,False,False,True,True,False,False,True,False,False,True,True,False,False
20.51,74.57,57.08,5076.03,479.89,True,False,False,True,False,False,False,True,False,False,True,False,False,False
23.51,56.45,53.26,28821.47,506.53,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.0,59.66,53.89,11929.75,456.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.13,66.48,56.18,32120.32,462.47,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.52,38.56,50.58,31380.4,433.05,False,True,False,False,False,False,False,False,True,False,False,False,False,False
25.52,57.62,54.41,42015.82,461.94,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21.02,71.84,56.32,5507.27,467.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.44,69.15,56.3,27826.62,468.98,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.6,63.35,52.32,22436.57,472.27,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.91,50.66,51.05,26876.75,477.48,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.07,70.41,58.13,21588.03,454.89,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.51,74.71,52.99,18885.04,491.56,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.59,45.25,53.19,34785.7,440.16,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.46,79.66,61.03,11679.79,451.06,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.45,78.5,68.88,16992.69,457.44,True,False,False,False,True,True,False,True,False,False,False,True,True,False
21.12,73.75,56.32,19762.8,455.29,False,False,False,False,True,False,False,False,False,False,False,True,False,False
