temperature,humidity,soil_moisture,light_intensity,co2_concentration,prev_heater,prev_ventilation,prev_irrigation,prev_co2_injector,prev_lights,prev_dehumidifier,prev_light_blinds,heater,ventilation,irrigation,co2_injector,lights,dehumidifier,light_blinds
20.09,50.58,49.03,11970.19,470.34,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.67,73.87,57.12,20041.44,489.22,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.13,75.99,69.52,16772.42,479.66,False,False,False,False,True,True,False,False,False,False,False,True,True,False
20.97,74.24,57.31,19893.8,482.96,False,False,False,True,True,False,False,False,False,False,True,True,False,False
20.73,51.44,50.36,12025.76,460.73,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.98,52.04,54.57,26362.7,473.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.83,37.48,51.27,34476.7,448.07,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.54,51.76,49.83,13046.34,443.29,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20.47,76.59,69.72,17302.48,438.67,True,False,False,False,True,True,False,True,False,False,True,True,True,False
21.6,63.01,52.41,22280.12,459.6,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.33,63.36,54.63,22630.03,455.52,False,False,False,False,True,False,False,False,False,False,False,True,False,False
19.76,80.41,71.02,16992.57,452.32,False,True,False,False,True,False,False,True,False,False,False,True,True,False
20.08,74.91,57.12,9253.52,495.26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.99,55.17,52.71,16326.76,487.27,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.33,79.43,61.56,11580.01,491.37,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.92,52.4,51.1,27020.17,490.42,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.44,80.25,67.59,16237.29,444.66,False,False,False,False,True,False,False,False,False,False,True,True,True,False
22.52,51.12,50.53,27221.46,473.58,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.33,38.81,50.97,34422.61,449.1,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.31,47.96,51.9,23755.76,480.04,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.3,50.46,54.68,39166.81,447.34,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.92,45.09,53.75,37027.09,475.69,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.01,74.21,55.88,20435.02,494.45,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.24,58.88,54.54,14951.28,456.67,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.66,80.88,71.65,17145.16,469.94,False,True,False,False,True,False,False,False,True,False,False,True,False,False
21.05,73.38,57.19,20398.32,447.99,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.96,60.29,55.36,29614.45,478.89,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.81,60.59,54.74,29984.17,482.11,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.37,60.56,55.59,30115.0,453.64,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.64,60.19,55.27,29903.24,469.79,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.87,54.77,52.71,27582.68,497.29,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.76,68.54,67.49,20486.48,494.39,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.37,54.96,50.77,14072.05,467.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.9,52.06,53.18,26679.9,447.3,False,False,False,False,True,False,False,False,False,False,True,True,False,False
22.79,43.06,49.56,22616.48,450.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.17,72.68,56.64,20072.14,500.53,False,False,False,True,True,False,False,False,False,False,False,True,False,False
22.15,49.12,52.89,20605.46,516.27,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.6,60.94,56.05,29872.64,473.97,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.13,57.72,52.25,29528.56,506.39,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.03,62.47,55.86,29354.59,445.09,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.02,38.56,51.08,35542.44,483.28,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.84,61.96,55.05,29062.49,469.6,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.2,74.7,57.47,19954.54,461.33,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.9,51.05,54.36,27199.58,457.26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.75,78.07,68.48,16439.7,453.67,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.38,41.96,52.52,35730.31,513.65,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.97,50.58,51.98,26459.99,442.34,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.32,70.41,55.54,20587.24,496.19,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.84,41.79,52.52,34677.01,442.77,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.29,57.52,53.84,15922.37,444.84,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21.17,73.45,56.08,19724.44,448.04,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.95,50.5,51.74,26514.62,472.58,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.04,74.16,57.8,19876.74,500.6,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.05,77.25,63.71,14252.57,454.68,False,False,False,False,True,True,False,False,False,False,False,True,True,False
23.5,63.19,56.12,27858.15,489.46,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.52,58.44,52.49,14919.84,491.98,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.64,39.74,50.98,34577.52,490.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.62,61.19,56.01,38118.05,504.24,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.37,60.88,56.41,29067.68,474.97,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.79,52.25,50.8,27326.66,476.97,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.1,38.54,50.98,34668.0,487.1,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.84,52.47,54.86,26446.6,487.65,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.06,59.32,53.33,14920.76,445.49,False,False,False,False,False,False,False,False,False,False,True,False,False,False
22.61,43.49,49.38,20958.42,441.39,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20.56,63.54,54.95,9262.48,512.68,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23.41,39.3,51.89,35047.65,416.51,False,True,False,False,False,False,False,False,False,False,True,False,False,False
24.55,52.6,54.71,40111.21,464.07,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20.55,51.15,50.25,11897.6,446.86,False,False,False,False,False,False,False,False,False,False,True,False,False,False
23.73,56.89,54.37,20365.63,452.73,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.82,53.22,51.09,26421.78,475.14,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.16,62.0,55.26,29657.81,500.7,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.15,79.22,71.9,17134.53,493.76,True,False,False,False,True,False,False,True,False,False,False,True,False,False
24.5,61.37,55.89,29541.82,460.36,False,False,False,False,True,False,False,False,False,False,False,True,False,False
19.95,77.74,63.58,14778.76,445.47,False,False,False,False,True,True,False,True,False,False,True,True,True,False
21.2,72.92,55.91,20084.01,491.78,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.3,50.29,49.69,26814.79,499.98,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.96,48.15,53.13,38803.39,431.5,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.05,66.32,56.86,31561.15,458.34,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.41,53.77,51.32,12616.01,474.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.16,56.71,52.81,16213.39,470.07,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.93,57.22,51.63,14701.67,502.87,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24.8,60.24,54.64,29535.54,451.01,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.03,72.1,56.58,17092.94,452.32,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.36,74.14,56.74,20002.32,471.03,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.08,49.8,48.68,27298.26,519.28,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.14,49.56,48.15,12266.06,462.61,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.13,62.29,56.15,37361.45,446.97,False,False,False,False,True,False,False,False,False,False,True,True,False,False
22.68,52.24,50.49,27145.46,484.64,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.01,76.42,59.69,8145.03,448.83,False,False,False,False,True,False,False,False,False,False,True,True,False,False
20.05,69.01,55.52,6719.9,452.59,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.4,74.68,57.73,20438.71,451.81,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.18,53.55,52.49,17621.45,450.07,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.52,60.19,55.15,29468.59,456.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.9,48.29,53.83,37961.64,468.85,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.04,65.06,56.28,27321.62,447.93,False,False,False,False,True,False,False,False,False,False,True,True,False,False
22.72,60.15,54.66,15196.71,454.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.08,40.35,50.19,32317.41,442.62,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23.63,37.13,51.48,35248.86,427.51,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24.44,58.09,53.17,29540.52,473.09,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.54,59.99,55.28,29507.23,442.15,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.14,73.97,55.86,19813.45,500.95,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.65,53.78,52.66,13019.54,504.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.45,60.53,56.49,29279.75,464.47,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.11,47.53,49.39,13685.34,474.72,False,False,False,True,False,False,False,False,False,False,True,False,False,False
22.1,50.52,48.24,27337.56,501.03,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.38,49.6,47.95,12097.93,461.66,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.6,54.36,52.08,13095.81,521.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.23,81.5,69.72,17207.74,487.91,False,False,False,False,True,False,False,False,False,False,False,True,True,False
23.63,63.55,57.01,28309.7,501.95,False,False,False,True,True,False,False,False,False,False,False,True,False,False
22.89,59.62,53.37,15099.13,480.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.71,58.85,53.09,23697.37,482.2,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.83,59.31,54.01,30224.85,500.47,False,False,False,True,True,False,False,False,False,False,False,True,False,False
23.11,48.31,51.29,21649.44,486.84,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.07,58.29,51.63,14735.01,473.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.91,57.04,51.78,14238.95,441.55,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24.24,38.03,51.17,34692.45,477.02,False,False,False,True,False,False,False,False,False,False,True,False,False,False
20.06,50.17,49.14,11786.01,501.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.22,72.66,54.91,20357.95,447.64,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.85,60.47,55.1,29972.41,503.32,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.84,48.19,49.75,13233.05,499.07,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.96,57.76,52.89,15891.85,444.08,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24.15,62.51,56.54,29933.19,455.56,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.63,59.05,55.35,29285.61,466.13,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.53,46.07,53.95,34438.97,508.99,False,False,False,True,False,False,False,False,False,False,False,False,False,False
22.34,50.85,49.5,26907.29,463.34,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.41,46.93,54.29,34757.16,414.39,False,True,False,False,False,False,False,False,False,False,True,False,False,False
23.38,45.09,53.5,37858.16,417.39,False,True,False,False,False,False,False,False,False,False,True,False,False,False
21.2,54.8,50.56,13932.34,485.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.35,43.42,51.62,32943.24,510.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False
22.3,58.59,52.6,14914.05,459.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.33,49.5,48.63,12163.02,474.42,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.32,54.75,49.91,28328.47,477.39,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.92,60.25,53.46,29514.43,481.54,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.36,46.51,49.12,14517.97,462.54,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.88,59.25,54.12,14821.69,478.86,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.97,74.07,57.99,19075.48,478.22,False,False,False,False,True,False,False,True,False,False,False,True,False,False
23.37,36.43,50.58,35585.61,414.62,False,True,False,False,False,False,False,False,False,False,True,False,False,False
24.27,39.13,51.09,34655.79,505.93,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.57,56.56,59.17,25864.55,507.8,False,False,False,True,True,False,False,False,False,False,False,True,False,False
22.33,50.65,50.48,26709.47,503.93,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.32,60.11,55.62,30055.03,506.92,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.2,75.84,69.44,16556.44,474.44,False,False,False,False,True,True,False,False,False,False,False,True,True,False
24.3,61.26,54.82,29637.76,477.12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.74,38.63,51.15,34904.84,445.07,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.07,71.68,56.09,20121.95,474.6,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.79,56.62,52.12,28942.53,472.55,False,False,False,False,True,False,False,False,False,False,False,True,False,False
22.57,69.74,56.22,22095.8,483.53,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.1,58.65,54.65,15402.01,477.69,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.29,75.09,56.73,20442.02,475.21,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.48,75.33,66.14,17273.55,464.11,False,False,False,False,True,True,False,False,False,False,False,True,True,False
21.85,53.05,55.89,27166.86,501.03,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.87,51.7,52.92,26907.07,498.28,False,False,False,True,True,False,False,False,False,False,True,True,False,False
25.08,40.82,50.69,35011.78,472.74,False,False,False,False,False,False,False,False,True,False,False,False,False,False
22.84,60.25,54.57,14968.1,489.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.14,59.19,54.98,15008.29,474.69,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.58,60.03,51.92,23550.51,445.5,False,False,False,False,True,False,False,False,False,False,True,True,False,False
21.04,65.29,64.56,23535.19,497.58,False,False,False,True,True,False,False,False,False,False,True,True,False,False
24.65,58.83,52.25,30244.16,480.87,False,False,False,True,True,False,False,False,False,False,True,True,False,False
19.86,75.83,69.57,16656.21,447.54,False,False,False,False,True,False,False,True,False,False,True,True,False,False
22.2,50.18,49.62,27425.77,474.74,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21.29,76.63,72.07,17286.35,524.32,False,False,False,True,True,False,False,False,False,False,False,True,False,False
24.06,39.65,52.4,35300.66,482.2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
22.34,50.79,49.3,27575.2,453.49,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.27,60.13,55.71,29889.74,529.81,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.09,47.97,48.81,13476.46,493.72,False,False,False,True,False,False,False,False,False,False,True,False,False,False
22.75,51.21,51.39,27669.39,460.66,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.67,61.66,55.48,28176.69,471.12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.03,75.17,69.38,16871.43,463.27,False,False,False,False,True,True,False,False,False,False,False,True,True,False
21.72,59.29,52.13,23785.58,451.26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.66,39.69,51.61,34529.38,497.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.44,51.0,49.6,12159.14,494.82,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21.09,59.79,53.9,12025.26,461.54,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.15,54.82,53.46,17022.06,501.19,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.26,62.43,64.22,24250.97,505.73,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.74,63.02,53.82,9995.53,480.44,False,False,False,True,False,False,False,False,False,False,True,False,False,False
24.72,59.1,53.44,30027.72,481.33,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.66,37.76,50.99,35174.16,453.3,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23.31,64.28,56.02,28228.15,509.82,False,False,False,True,True,False,False,False,False,False,False,True,False,False
20.16,50.33,48.68,11955.23,442.04,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21.99,50.42,50.47,26632.25,486.76,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.53,76.75,65.55,14981.13,480.06,True,False,False,True,True,True,False,True,False,False,True,True,True,False
24.43,61.73,56.16,29177.25,473.26,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.62,46.86,49.75,15027.03,472.11,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.78,46.25,53.1,34097.81,488.18,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.0,60.19,55.05,14815.15,489.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.83,78.5,63.61,18073.08,422.27,False,True,False,False,True,False,False,True,False,False,True,True,False,False
20.71,76.95,67.91,17458.64,448.75,False,False,False,False,True,False,False,False,False,False,True,True,False,False
24.29,39.0,50.15,34671.22,445.87,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21.59,54.66,57.09,25925.08,466.36,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23.5,56.71,54.02,16278.05,481.34,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.16,74.53,56.7,20172.11,461.28,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.78,60.43,55.8,29426.5,489.56,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.92,75.76,67.79,17490.58,455.73,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24.72,59.59,54.31,29511.17,470.14,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.07,74.59,57.41,7218.03,510.19,False,False,False,True,True,False,False,False,False,False,False,True,False,False
21.17,74.36,56.78,20405.64,479.26,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.47,74.77,65.8,15838.14,479.22,False,False,False,False,True,True,False,False,False,False,False,True,False,False
24.0,62.18,56.49,29507.88,481.7,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.31,74.69,57.22,19948.35,476.76,False,False,False,True,True,False,False,False,False,False,True,True,False,False
23.27,63.89,55.73,27484.32,479.1,False,False,False,True,True,False,False,False,False,False,True,True,False,False
21.42,56.95,52.79,14598.7,478.22,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.73,66.19,55.5,26333.26,467.56,False,False,False,False,True,False,False,False,False,False,False,True,False,False
25.03,47.91,53.41,35694.81,497.52,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24.66,60.05,53.27,30158.45,446.62,False,False,False,False,True,False,False,False,False,False,True,True,False,False
23.58,56.09,53.66,16520.9,485.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.62,66.05,67.72,21375.29,523.48,False,False,False,True,True,False,False,False,False,False,False,True,False,False
23.33,41.06,50.13,26494.69,474.46,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.29,58.0,54.36,29479.19,454.72,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.5,79.04,68.12,16205.18,480.48,False,False,False,True,True,True,False,False,False,False,True,True,True,False
23.5,54.04,52.46,27552.57,459.02,False,False,False,False,True,False,False,False,False,False,False,True,False,False
20.76,49.22,49.23,12812.32,467.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False
